"","chr","pos","p","neg.log10p"
"114","chrX",2576075,0.791635570366007,0.101474699980283
"115","chrX",2596075,0.765557810118677,0.116022008535193
"116","chrX",2616075,0.746051466270054,0.127231211741657
"117","chrX",2636075,0.726635744474847,0.138683242247649
"118","chrX",2656075,0.687954092455614,0.162440541500544
"119","chrX",2676075,0.69343591519672,0.158993668638929
"120","chrX",2696075,0.678795642861655,0.168260954049137
"121","chrX",2716075,0.712062249682489,0.147482037947608
"122","chrX",2736075,0.682100955826257,0.166151341892722
"123","chrX",2756075,0.559380173524547,0.252292930673604
"124","chrX",2776075,0.584170473456316,0.233460397959965
"125","chrX",2796075,0.585151316321957,0.232731813668126
"126","chrX",2816075,0.597429847925325,0.223713083597566
"127","chrX",2836075,0.619630512079249,0.207867204693686
"128","chrX",2856075,0.614600045901016,0.211407411644631
"129","chrX",2876075,0.588830894705945,0.230009411564045
"130","chrX",2896075,0.509993416773147,0.292435429936472
"131","chrX",2916075,0.51138536012249,0.291251709061005
"132","chrX",2936075,0.538247623739318,0.269017878827614
"133","chrX",2956075,0.496617687671409,0.303977816554928
"134","chrX",2976075,0.499449951044295,0.301508025104291
"135","chrX",2996075,0.620149240469606,0.207503783867976
"136","chrX",3016075,0.684822245576699,0.164422140599754
"137","chrX",3036075,0.728727126474841,0.137435063796099
"138","chrX",3056075,0.812005646167451,0.090440950942516
"139","chrX",3076075,0.89190891383609,0.0496794956667421
"140","chrX",3096075,0.912537539948183,0.0397492605076545
"141","chrX",3116075,0.919714347794069,0.0363470383502254
"142","chrX",3136075,0.950265673427338,0.0221549585289945
"143","chrX",3156075,0.949566854356183,0.0224744533009817
"144","chrX",3176075,0.955960105436406,0.0195602315213371
"145","chrX",3196075,0.957304189126743,0.0189500406265243
"146","chrX",3216075,0.983757195339657,0.00711207812982397
"147","chrX",3236075,0.989351930668795,0.00464919438869313
"148","chrX",3256075,0.982985842427762,0.00745273710151417
"149","chrX",3276075,0.974465262191332,0.0112336380317534
"150","chrX",3296075,0.967230378152061,0.0144700718902243
"151","chrX",3316075,0.962984914321535,0.0163805162796504
"152","chrX",3336075,0.958898793115248,0.0182272279816157
"153","chrX",3356075,0.957449793612679,0.0188839901307694
"154","chrX",3376075,0.949090144460937,0.0226925363791298
"155","chrX",3396075,0.961106658114623,0.0172284141417415
"156","chrX",3416075,0.967465315057604,0.0143645960755703
"157","chrX",3436075,0.974243670004445,0.0113324072864352
"158","chrX",3456075,0.980895009746357,0.00837747491153767
"159","chrX",3476075,0.981325905846665,0.00818673614185266
"160","chrX",3496075,0.978232156623368,0.00955806507377781
"161","chrX",3516075,0.983336201763061,0.00729797188585315
"162","chrX",3536075,0.966272170304943,0.0149005284364755
"163","chrX",3556075,0.952339550431963,0.0212081791502041
"164","chrX",3576075,0.945302774963988,0.0244290672202927
"165","chrX",3596075,0.931724295967132,0.030712579549296
"166","chrX",3616075,0.911860235283183,0.0400717227426821
"167","chrX",3636075,0.882567770946844,0.0542519358912109
"168","chrX",3656075,0.886194127853598,0.0524711320399392
"169","chrX",3676075,0.833307061639805,0.0791949378452856
"170","chrX",3696075,0.719900647924158,0.14272743556256
"171","chrX",3716075,0.831817376838456,0.0799720113740326
"172","chrX",3736075,0.774353888583108,0.111060516404921
"173","chrX",3756075,0.842340065198884,0.0745125419643153
"174","chrX",3776075,0.661399243666443,0.179536306053217
"175","chrX",3796075,0.504068626605694,0.297510332349666
"176","chrX",3816075,0.506651374520523,0.295290774791164
"177","chrX",3836075,0.442968696452701,0.353626963253694
"178","chrX",3856075,0.375473337092713,0.425420897447128
"179","chrX",3876075,0.378771689904971,0.421622488426721
"180","chrX",3896075,0.349980277865466,0.455956428379808
"181","chrX",3916075,0.288964398618386,0.539155660482197
"182","chrX",3936075,0.256010216033802,0.591742703912441
"183","chrX",3956075,0.266690718187137,0.573992099084233
"184","chrX",3976075,0.247618316696817,0.606217233052035
"185","chrX",3996075,0.310536058432369,0.50788796370326
"186","chrX",4016075,0.268549790368399,0.570975182301265
"187","chrX",4036075,0.270245754931958,0.568241119295488
"188","chrX",4056075,0.195443988316517,0.708977683538805
"189","chrX",4076075,0.198958219878258,0.701238113446344
"190","chrX",4096075,0.150516953899851,0.822414579336176
"191","chrX",4116075,0.187257260481249,0.72756133450533
"192","chrX",4136075,0.234231015034324,0.630355599586242
"193","chrX",4156075,0.201813457402038,0.695049877343014
"194","chrX",4176075,0.237379294802881,0.624557164678017
"195","chrX",4196075,0.233674496397792,0.631388684604418
"196","chrX",4216075,0.185986420930677,0.730518762933458
"197","chrX",4236075,0.182492610198043,0.738754717044168
"198","chrX",4256075,0.203834839975783,0.690721583253734
"199","chrX",4276075,0.170147576984307,0.769174231169039
"200","chrX",4296075,0.15257311205272,0.816521995319649
"201","chrX",4316075,0.15809817597103,0.801073140632536
"202","chrX",4336075,0.15649036485685,0.805512396892738
"203","chrX",4356075,0.139195758700227,0.856373997492336
"204","chrX",4376075,0.127938650539639,0.892998234408509
"205","chrX",4396075,0.123717808002198,0.907567783309847
"206","chrX",4416075,0.174171828221479,0.759022089497006
"207","chrX",4436075,0.159249654169644,0.797921502115866
"208","chrX",4456075,0.141172266079022,0.850250613991591
"209","chrX",4476075,0.154976183126626,0.809735039451926
"210","chrX",4496075,0.17274743659721,0.762588388410763
"211","chrX",4516075,0.182963800178007,0.73763482796406
"212","chrX",4536075,0.16071790360188,0.793935741143289
"213","chrX",4556075,0.133055387516175,0.875967535835059
"214","chrX",4576075,0.153375375021005,0.81424436236206
"215","chrX",4596075,0.159712479102055,0.796661149024784
"216","chrX",4616075,0.16622944290626,0.779292050592625
"217","chrX",4636075,0.148927278739753,0.827025746028319
"218","chrX",4656075,0.185569955970583,0.731492335295896
"219","chrX",4676075,0.206760143385109,0.684533175327426
"220","chrX",4696075,0.196567373774303,0.706488564660736
"221","chrX",4716075,0.235434956835449,0.628129053669206
"222","chrX",4736075,0.296590624168193,0.527842582020976
"223","chrX",4756075,0.227366720068409,0.643273103185526
"224","chrX",4776075,0.298021363738813,0.525752602295161
"225","chrX",4796075,0.275527341198363,0.559835298654629
"226","chrX",4816075,0.327597853398382,0.484658952639006
"227","chrX",4836075,0.29444338553489,0.530998197357095
"228","chrX",4856075,0.442452440008332,0.354133405535702
"229","chrX",4876075,0.4382729025959,0.358255379943506
"230","chrX",4896075,0.441402596038441,0.355165116933643
"231","chrX",4916075,0.38944234692065,0.409556826226281
"232","chrX",4936075,0.385732930871757,0.413713282872648
"233","chrX",4956075,0.304703603924592,0.51612240906808
"234","chrX",4976075,0.216954065845585,0.663632206526905
"235","chrX",4996075,0.152105225971836,0.817855864370794
"236","chrX",5016075,0.126434278366047,0.898135165871667
"237","chrX",5036075,0.110563224775605,0.956389302804299
"238","chrX",5056075,0.128803960796457,0.890070781963806
"239","chrX",5076075,0.170758057120399,0.76761879522842
"240","chrX",5096075,0.263314125837639,0.579525841961984
"241","chrX",5116075,0.341381827788189,0.466759600682805
"242","chrX",5136075,0.422612026317672,0.374058148341238
"243","chrX",5156075,0.377639775799438,0.422922268874913
"244","chrX",5176075,0.452551916257038,0.344331591816517
"245","chrX",5196075,0.475519322421184,0.322831831091654
"246","chrX",5216075,0.433756584251298,0.362753919734665
"247","chrX",5236075,0.394869035017723,0.40354692158937
"248","chrX",5256075,0.311997653975164,0.505848671588837
"249","chrX",5276075,0.292706891110881,0.533567052980623
"250","chrX",5296075,0.222489380089334,0.652690714025401
"251","chrX",5316075,0.159435151569883,0.797415921021455
"252","chrX",5336075,0.214894350335124,0.667775002147148
"253","chrX",5356075,0.364318142709275,0.438519200752783
"254","chrX",5376075,0.315018912679659,0.501663371842627
"255","chrX",5396075,0.129016594355117,0.889354426341372
"256","chrX",5416075,0.167504974711711,0.775972290371836
"257","chrX",5436075,0.102252173046507,0.990327453667039
"258","chrX",5456075,0.0685215606300197,1.1641727542108
"259","chrX",5476075,0.0420624960316913,1.37610495940466
"260","chrX",5496075,0.0449205971683519,1.34755447892002
"261","chrX",5516075,0.0635964201607546,1.19656733007779
"262","chrX",5536075,0.0485432905205282,1.31387078823333
"263","chrX",5556075,0.0694554088962327,1.15829392757478
"264","chrX",5576075,0.0784390856096289,1.1054674776892
"265","chrX",5596075,0.0678492437212581,1.16845498882244
"266","chrX",5616075,0.0607721831623334,1.21629516190307
"267","chrX",5636075,0.0824889169570152,1.0836043984531
"268","chrX",5656075,0.127517102321196,0.894431564676108
"269","chrX",5676075,0.140451414202099,0.852473883539115
"270","chrX",5696075,0.23437117972225,0.630095793921562
"271","chrX",5716075,0.358481063668696,0.445533780474282
"272","chrX",5736075,0.314761972518015,0.502017741761421
"273","chrX",5756075,0.293497344599301,0.532395823653463
"274","chrX",5776075,0.410862433148256,0.386303566263731
"275","chrX",5796075,0.614771852183995,0.211286025233804
"276","chrX",5816075,0.614689301755937,0.211344345409799
"277","chrX",5836075,0.780557837246264,0.107594911350731
"278","chrX",5856075,0.792764124197755,0.10085601167047
"279","chrX",5876075,0.811270320160416,0.0908344121354652
"280","chrX",5896075,0.853887757630587,0.068599212970649
"281","chrX",5916075,0.859337839276045,0.0658360644707906
"282","chrX",5936075,0.861111289064882,0.0649407171834668
"283","chrX",5956075,0.860440123663901,0.0652793459838651
"284","chrX",5976075,0.877983540050509,0.0565136259301658
"285","chrX",5996075,0.868711867411955,0.06112424558
"286","chrX",6016075,0.716405166442247,0.144841290844686
"287","chrX",6036075,0.723784872147131,0.14039049833708
"288","chrX",6056075,0.590477613907005,0.228796562641405
"289","chrX",6076075,0.719525548087206,0.142953781023675
"290","chrX",6096075,0.666195160661537,0.176398526411615
"291","chrX",6116075,0.59127161999867,0.228212965874504
"292","chrX",6136075,0.565980421717478,0.247198591580501
"293","chrX",6156075,0.608114980572915,0.216014297853541
"294","chrX",6176075,0.42979807077158,0.366735538251597
"295","chrX",6196075,0.489847239118135,0.30993933538306
"296","chrX",6216075,0.317097304972109,0.498807449050537
"297","chrX",6236075,0.215560443376075,0.666430931795325
"298","chrX",6256075,0.215221405764446,0.667114536244228
"299","chrX",6276075,0.181657049104061,0.740747744910556
"300","chrX",6296075,0.109052209539213,0.962365530626625
"301","chrX",6316075,0.113965716614776,0.943225774315112
"302","chrX",6336075,0.194928508085567,0.710124641134507
"303","chrX",6356075,0.150680565352878,0.821942758994554
"304","chrX",6376075,0.157223794554063,0.803481726353116
"305","chrX",6396075,0.0865800564143049,1.06258213554281
"306","chrX",6416075,0.0652928860706205,1.18513413432335
"307","chrX",6436075,0.0395451911672638,1.40290632067447
"308","chrX",6456075,0.0178346861705051,1.7487345283563
"309","chrX",6476075,0.0180475073079334,1.74358277365677
"310","chrX",6496075,0.019307172375347,1.71428132599813
"311","chrX",6516075,0.0301518551532681,1.52068596186409
"312","chrX",6536075,0.0235089047575029,1.62876760349321
"313","chrX",6556075,0.0255388636341424,1.59279843081579
"314","chrX",6576075,0.0445016312570568,1.35162406917741
"315","chrX",6596075,0.0831870416971114,1.07994431983596
"316","chrX",6616075,0.0791520181332578,1.10153800748559
"317","chrX",6636075,0.112525815519023,0.948747830874457
"318","chrX",6656075,0.0988217177102321,1.00514760151327
"319","chrX",6676075,0.101331867924719,0.994253951605745
"320","chrX",6696075,0.112865419699567,0.947439099120895
"321","chrX",6716075,0.227628721265856,0.642772941308976
"322","chrX",6736075,0.221346186143259,0.654927956636148
"323","chrX",6756075,0.264360169535789,0.577803978285819
"324","chrX",6776075,0.284524055002049,0.545881010418216
"325","chrX",6796075,0.297288632391657,0.52682169686288
"326","chrX",6816075,0.31783841856,0.497793608827267
"327","chrX",6836075,0.346538582661509,0.460248405196015
"328","chrX",6856075,0.476417703267264,0.322012108884401
"329","chrX",6876075,0.493486838278922,0.306724425849587
"330","chrX",6896075,0.490585940735681,0.309284902008972
"331","chrX",6916075,0.479531900690258,0.319182496245327
"332","chrX",6936075,0.452745265731978,0.344146082321972
"333","chrX",6956075,0.441694158246781,0.354878344590295
"334","chrX",6976075,0.419329930653989,0.37744413770626
"335","chrX",6996075,0.437013563492664,0.359505083719265
"336","chrX",7016075,0.478075201159012,0.320503783556095
"337","chrX",7036075,0.468009559775026,0.329745275739681
"338","chrX",7056075,0.395475240265417,0.402880701427254
"339","chrX",7076075,0.423903245084476,0.372733258787082
"340","chrX",7096075,0.41823589585945,0.378578695801776
"341","chrX",7116075,0.465296010069281,0.332270671542219
"342","chrX",7136075,0.535092536326944,0.271571106687171
"343","chrX",7156075,0.606934049442021,0.216858497589481
"344","chrX",7176075,0.649030878002373,0.187734640908352
"345","chrX",7196075,0.721669929321766,0.141661390589304
"346","chrX",7216075,0.752297090525833,0.123610617791366
"347","chrX",7236075,0.767895236992171,0.114698026192036
"348","chrX",7256075,0.741546356139728,0.129861694822501
"349","chrX",7276075,0.80637211033856,0.0934645014039134
"350","chrX",7296075,0.815703851853992,0.0884674868959953
"351","chrX",7316075,0.845997075454766,0.0726311382801874
"352","chrX",7336075,0.8546925454276,0.0681900839123675
"353","chrX",7356075,0.83510331688071,0.0782597913721264
"354","chrX",7376075,0.850234151556665,0.0704614546091606
"355","chrX",7396075,0.832560828678665,0.0795840261767171
"356","chrX",7416075,0.860864722031748,0.0650650890701261
"357","chrX",7436075,0.846883178248695,0.0721764934958259
"358","chrX",7456075,0.898833030157722,0.0463209765826136
"359","chrX",7476075,0.894684032257882,0.0483303135946371
"360","chrX",7496075,0.867446378301934,0.0617573618711912
"361","chrX",7516075,0.846560728852064,0.072341881903148
"362","chrX",7536075,0.864914188033943,0.0630269786762534
"363","chrX",7556075,0.891170510357554,0.050039193131843
"364","chrX",7576075,0.86770660512563,0.0616270966144663
"365","chrX",7596075,0.859510282487322,0.0657489233971821
"366","chrX",7616075,0.846952466758475,0.0721409627552111
"367","chrX",7636075,0.864485281171944,0.0632423966760303
"368","chrX",7656075,0.855872595756242,0.0675908791056544
"369","chrX",7676075,0.87354761079729,0.0587134197674252
"370","chrX",7696075,0.876958564195689,0.0570209263218658
"371","chrX",7716075,0.878385487121081,0.0563148483440055
"372","chrX",7736075,0.880639451124598,0.0552018627988886
"373","chrX",7756075,0.889322764347512,0.0509405907339547
"374","chrX",7776075,0.898371122660357,0.0465442165315729
"375","chrX",7796075,0.907258507248563,0.0422689507837464
"376","chrX",7816075,0.891065387863198,0.0500904255408877
"377","chrX",7836075,0.902221751493068,0.0446867067888082
"378","chrX",7856075,0.898437600625664,0.0465120806529566
"379","chrX",7876075,0.905377799634697,0.0431701588515396
"380","chrX",7896075,0.941901686030206,0.0259944257026922
"381","chrX",7916075,0.948193025847892,0.0231032433293541
"382","chrX",7936075,0.965251476923455,0.0153595251929408
"383","chrX",7956075,0.96379788121287,0.0160140327749746
"384","chrX",7976075,0.934329003589921,0.0295001695045377
"385","chrX",7996075,0.914540619564979,0.0387970004542017
"386","chrX",8016075,0.87548232927236,0.0577526152880777
"387","chrX",8036075,0.839782233508294,0.0758333175653441
"388","chrX",8056075,0.907888400990948,0.0419675323296895
"389","chrX",8076075,0.888906969305697,0.0511436887838146
"390","chrX",8096075,0.820535936743382,0.085902393541329
"391","chrX",8116075,0.851576408614436,0.0697763784108962
"392","chrX",8136075,0.720428847938872,0.142408905167017
"393","chrX",8156075,0.708845245566427,0.149448569235156
"394","chrX",8176075,0.665713887088339,0.176712383377412
"395","chrX",8196075,0.641285077303907,0.192948865992588
"396","chrX",8216075,0.552359809969163,0.257777928470665
"397","chrX",8236075,0.444089077308214,0.352529908481597
"398","chrX",8256075,0.384042397052586,0.41562082826374
"399","chrX",8276075,0.378204750230656,0.422273020742153
"400","chrX",8296075,0.370708928131172,0.430966954322717
"401","chrX",8316075,0.390333795415286,0.408563845523841
"402","chrX",8336075,0.418673753482047,0.378124264031625
"403","chrX",8356075,0.390864887129447,0.407973342130701
"404","chrX",8376075,0.389530870899466,0.409458118145433
"405","chrX",8396075,0.440295878242699,0.356255380097663
"406","chrX",8416075,0.381393439169955,0.418626782073423
"407","chrX",8436075,0.465774021530318,0.331824737829376
"408","chrX",8456075,0.520090609904645,0.283920987223843
"409","chrX",8476075,0.545065424905953,0.263551365667759
"410","chrX",8496075,0.537327897581167,0.269760610667052
"411","chrX",8516075,0.53590094740341,0.27091547517936
"412","chrX",8536075,0.496563263256175,0.304025413567775
"413","chrX",8556075,0.47583634710318,0.322542387133891
"414","chrX",8576075,0.470359036874857,0.327570507582106
"415","chrX",8596075,0.550583263535082,0.259176994295455
"416","chrX",8616075,0.589659511159174,0.229398691933638
"417","chrX",8636075,0.513645789739901,0.289336267367267
"418","chrX",8656075,0.224466132052244,0.648849177032176
"419","chrX",8676075,0.157681823771488,0.802218365584822
"420","chrX",8696075,0.153291702498405,0.81448135236469
"421","chrX",8716075,0.121274595207263,0.91623016629617
"422","chrX",8736075,0.13091485597314,0.883011067726774
"423","chrX",8756075,0.0978799721686711,1.00930616280813
"424","chrX",8776075,0.0835321708633727,1.07814623185006
"425","chrX",8796075,0.116790690110983,0.932591775327854
"426","chrX",8816075,0.148178269203059,0.829215482302635
"427","chrX",8836075,0.120813435664695,0.917884765130711
"428","chrX",8856075,0.113418915912582,0.945314508129492
"429","chrX",8876075,0.15543262209862,0.808457826522416
"430","chrX",8896075,0.176778119553814,0.752571490143638
"431","chrX",8916075,0.17957348789775,0.745757781864888
"432","chrX",8936075,0.254473880000948,0.594356788390547
"433","chrX",8956075,0.391683922518187,0.407064254607189
"434","chrX",8976075,0.414138757670125,0.382854123628002
"435","chrX",8996075,0.495373307417612,0.305067398544602
"436","chrX",9016075,0.758141358865109,0.120249810659001
"437","chrX",9036075,0.715374504868253,0.145466541671442
"438","chrX",9056075,0.869312467638626,0.0608240916990729
"439","chrX",9076075,0.868130415510131,0.0614150277245518
"440","chrX",9096075,0.804421295471616,0.0945164408308981
"441","chrX",9116075,0.888963662496335,0.0511159909981339
"442","chrX",9136075,0.805909325946175,0.0937138185627176
"443","chrX",9156075,0.856665816542898,0.0671885623660855
"444","chrX",9176075,0.873279916268564,0.0588465276510255
"445","chrX",9196075,0.840248650253085,0.075592176493841
"446","chrX",9216075,0.839879905655584,0.0757828092236218
"447","chrX",9236075,0.842036570724437,0.0746690461263369
"448","chrX",9256075,0.754122830452069,0.122557911102425
"449","chrX",9276075,0.600250317398798,0.22166760162577
"450","chrX",9296075,0.627267403899668,0.202547280092695
"451","chrX",9316075,0.501158617298448,0.300024797655805
"452","chrX",9336075,0.288834738109018,0.539350575431373
"453","chrX",9356075,0.329995458290529,0.481492037252218
"454","chrX",9376075,0.305702219911077,0.514701407555786
"455","chrX",9396075,0.411784788479114,0.385329700461067
"456","chrX",9416075,0.391225010204764,0.407573389450062
"457","chrX",9436075,0.330213764707651,0.481204827463342
"458","chrX",9456075,0.226996559080072,0.643980725995703
"459","chrX",9476075,0.204688486631566,0.688906584953529
"460","chrX",9496075,0.178360475409747,0.748701378733539
"461","chrX",9516075,0.124125455490255,0.906139144808416
"462","chrX",9536075,0.085651892672824,1.0672630358709
"463","chrX",9556075,0.119341395060381,0.923208889707237
"464","chrX",9576075,0.104639598977668,0.980303933413155
"465","chrX",9596075,0.164100690482654,0.784889591572284
"466","chrX",9616075,0.182436334566562,0.73888866200393
"467","chrX",9636075,0.240534239287104,0.618823094445828
"468","chrX",9656075,0.331405956148824,0.479639690547573
"469","chrX",9676075,0.481642003828165,0.317275645431031
"470","chrX",9696075,0.698561132643712,0.155795581807368
"471","chrX",9716075,0.790148006567508,0.10229155122219
"472","chrX",9736075,0.874476246755542,0.0582519826897058
"473","chrX",9756075,0.890203699287959,0.050510605316348
"474","chrX",9776075,0.837926855016118,0.0767938904978027
"475","chrX",9796075,0.843532977437988,0.0738979342492623
"476","chrX",9816075,0.845089428156131,0.0730973311689858
"477","chrX",9836075,0.842135710087971,0.0746179163469642
"478","chrX",9856075,0.762766660954849,0.117608297377159
"479","chrX",9876075,0.81838505376353,0.0870423107808636
"480","chrX",9896075,0.655983638447732,0.183106992667754
"481","chrX",9916075,0.675591761703435,0.170315654939621
"482","chrX",9936075,0.710307120290076,0.148553831833378
"483","chrX",9956075,0.77463278312529,0.11090412724519
"484","chrX",9976075,0.741713938527325,0.129763559509678
"485","chrX",9996075,0.686005313665634,0.163672520318429
"486","chrX",10016075,0.736178951683723,0.133016603757445
"487","chrX",10036075,0.746042902433566,0.12723619698523
"488","chrX",10056075,0.696205546477238,0.1572625211338
"489","chrX",10076075,0.553206202587682,0.257112959194501
"490","chrX",10096075,0.50152690831275,0.299705760912273
"491","chrX",10116075,0.513810742359072,0.289196820080382
"492","chrX",10136075,0.497568354913712,0.303147248340103
"493","chrX",10156075,0.343119648545791,0.464554411612483
"494","chrX",10176075,0.226687533211408,0.644572363448117
"495","chrX",10196075,0.218501170647343,0.660546231900335
"496","chrX",10216075,0.231712655270725,0.635050246036733
"497","chrX",10236075,0.186916756213057,0.728351764406732
"498","chrX",10256075,0.178116009358821,0.74929704368262
"499","chrX",10276075,0.123497462479763,0.90834196582422
"500","chrX",10296075,0.111275146575986,0.953601824975344
"501","chrX",10316075,0.0860078425927833,1.06546194597181
"502","chrX",10336075,0.0760235529644924,1.11905183748461
"503","chrX",10356075,0.0829811200460437,1.08102070753388
"504","chrX",10376075,0.111077809970932,0.954372691461533
"505","chrX",10396075,0.122660710505667,0.911294524013464
"506","chrX",10416075,0.18049651965874,0.743531167761518
"507","chrX",10436075,0.17154936325544,0.765610889587768
"508","chrX",10456075,0.190957232813764,0.719063887373841
"509","chrX",10476075,0.153753273104963,0.813175630178279
"510","chrX",10496075,0.236390438654378,0.626370093457532
"511","chrX",10516075,0.334793138952168,0.475223450755676
"512","chrX",10536075,0.23558038088615,0.627860880386071
"513","chrX",10556075,0.309797490005972,0.508922105237148
"514","chrX",10576075,0.341145832793154,0.46705992939944
