971733
16128	16230	1203
16971	17085	1306
18278	18414	1421
18872	18969	1558
21005	21094	1656
21380	21481	1746
22382	22505	1848
24482	24650	1972
27495	27513	2141
0	309	0
1662	1775	310
2573	2791	424
3106	3231	643
3732	3808	769
5169	5252	846
12464	12637	930
14006	14074	1104
15079	15108	1173
16128	16230	1203
16971	17085	1306
18278	18414	1421
18872	18969	1558
21005	21094	1656
21380	21481	1746
22382	22510	1848
24482	24650	1977
27495	27518	2146
0	309	0
1662	1775	310
2573	2791	424
3106	3231	643
3732	3808	769
5169	5252	846
12464	12637	930
14006	14074	1104
15079	15108	1173
16128	16230	1203
16971	17085	1306
18278	18414	1421
18872	18969	1558
21005	21094	1656
21380	21481	1746
24482	24650	1848
27495	27577	2017
0	309	0
1662	1775	310
2573	2791	424
3106	3231	643
3732	3808	769
5169	5252	846
12464	12637	930
14006	14074	1104
15079	15108	1173
16128	16230	1203
16971	17085	1306
18278	18414	1421
18872	18969	1558
21005	21094	1656
21380	21481	1746
22371	22505	1848
24482	24650	1983
27495	27584	2152
0	309	0
1662	1775	310
2573	2791	424
3106	3231	643
3732	3808	769
5169	5252	846
12464	12637	930
14006	14074	1104
15079	15108	1173
16128	16230	1203
16971	17085	1306
18278	18414	1421
18872	18969	1558
21005	21094	1656
21380	21481	1746
22371	22510	1848
24482	24650	1988
27495	27584	2157
0	125	0
5491	5697	126
8701	8859	333
10761	11008	492
0	120	0
4350	4456	121
8448	8531	228
9545	9678	312
9768	9917	446
10415	10524	596
12050	12203	706
14832	14987	860
19232	19340	1016
19609	19797	1125
20872	21132	1314
0	120	0
4350	4456	121
8454	8531	228
9545	9678	306
9768	9917	440
10415	10524	590
12050	12203	700
14832	14987	854
19232	19340	1010
19609	19797	1119
20872	21132	1308
0	24	0
4254	4360	25
7622	7752	132
8352	8435	263
9449	9582	347
9672	9821	481
10319	10428	631
11954	12107	741
14736	14891	895
19136	19244	1051
19513	19701	1160
20776	20968	1349
0	24	0
4254	4360	25
7622	7752	132
8358	8435	263
9449	9582	341
9672	9821	475
10319	10428	625
11954	12107	735
14736	14891	889
19136	19244	1045
19513	19701	1154
20776	20968	1343
0	115	0
3101	3207	116
6469	6599	223
7199	7282	354
8296	8429	438
8519	8668	572
9166	9275	722
10801	10954	832
13583	13738	986
17983	18091	1142
18360	18548	1251
19623	19815	1440
0	115	0
3101	3207	116
6469	6599	223
7205	7282	354
8296	8429	432
8519	8668	566
9166	9275	716
10801	10954	826
13583	13738	980
17983	18091	1136
18360	18548	1245
19623	19815	1434
0	373	0
2934	3040	374
6302	6432	481
7038	7115	612
8129	8262	690
8352	8501	824
8999	9108	974
10634	10787	1084
13416	13571	1238
17816	17924	1394
18193	18381	1503
19456	19648	1692
0	2420	0
2657	2723	2421
0	97	0
8201	8396	98
14527	14665	294
19534	19658	433
29785	29866	558
30747	30838	640
31684	31751	732
31982	32103	800
32767	32849	922
38654	38732	1005
40443	40520	1084
47826	48483	1162
49234	49323	1820
52962	53083	1910
54368	54501	2032
63443	63540	2166
64884	64986	2264
75094	75192	2367
141381	141615	2466
0	97	0
623	734	98
8201	8396	210
14527	14665	406
19534	19658	545
21995	22117	670
23296	23347	793
24495	24565	845
25756	25864	916
29785	29866	1025
30747	30838	1107
31684	31751	1199
31982	32103	1267
32767	32849	1389
38654	38732	1472
40443	40520	1551
47826	47923	1629
49234	49323	1727
52962	53083	1817
54368	54501	1939
55001	55098	2073
56642	56763	2171
63443	63540	2293
64884	64986	2391
75094	75192	2494
120464	121104	2593
141381	141615	3234
0	889	0
3413	3487	890
5372	5928	965
6991	7075	1522
8997	9193	1607
11294	11434	1804
12034	12127	1945
13009	13176	2039
13386	13562	2207
14247	14420	2384
14848	14975	2558
15054	15206	2686
15707	15925	2839
17300	17407	3058
18137	18296	3166
19591	19709	3326
20154	21792	3445
22234	22505	5084
22961	23058	5356
23702	23841	5454
26082	27994	5594
0	534	0
3058	3132	535
5017	5573	610
6636	6720	1167
8642	8838	1252
10939	11079	1449
11679	11772	1590
12654	12821	1684
13031	13207	1852
13892	14065	2029
14493	14620	2203
14699	14851	2331
15352	15570	2484
16945	17052	2703
17782	17941	2811
19236	19354	2971
19799	20033	3090
21210	21437	3325
21879	22150	3553
22606	22703	3825
23347	23486	3923
25727	27639	4063
0	562	0
2498	2572	563
4457	5013	638
6076	6160	1195
8082	8278	1280
10379	10519	1477
11119	11212	1618
12094	12261	1712
12471	12647	1880
13332	13505	2057
13933	14060	2231
14139	14291	2359
14792	15010	2512
16385	16492	2731
17222	17381	2839
18676	18794	2999
19239	20877	3118
21319	21590	4757
22046	22143	5029
22787	22926	5127
25167	27079	5267
0	579	0
1927	2001	580
3886	4442	655
5505	5589	1212
7511	7707	1297
9808	9948	1494
10548	10641	1635
11523	11690	1729
11900	12076	1897
12761	12934	2074
13362	13489	2248
13568	13720	2376
14221	14439	2529
15814	15921	2748
16651	16810	2856
18105	18223	3016
18668	20306	3135
20748	21019	4774
21475	21572	5046
22216	22355	5144
24596	26508	5284
0	576	0
1924	1998	577
3883	4439	652
5502	5586	1209
7508	7704	1294
9805	9945	1491
10545	10638	1632
11520	11687	1726
11897	12073	1894
12758	12931	2071
13359	13486	2245
13565	13717	2373
14218	14436	2526
15811	15918	2745
16648	16807	2853
18102	18220	3013
18665	18899	3132
20076	20303	3367
20745	21569	3595
22213	22352	4420
24593	26505	4560
0	573	0
1921	1995	574
3880	4436	649
5499	5583	1206
7505	7701	1291
9802	9942	1488
10542	10635	1629
11517	11684	1723
11894	12070	1891
12755	12928	2068
13356	13483	2242
13562	13714	2370
14215	14433	2523
15808	15915	2742
16645	16804	2850
18099	18217	3010
18662	18896	3129
20073	20300	3364
20742	21013	3592
21469	21566	3864
22210	22349	3962
24590	26502	4102
0	2577	0
3268	4389	2578
4747	6502	3700
0	95	0
0	19	0
0	1455	0
3488	3525	1456
10331	10605	1494
11405	11504	1769
40347	40429	1869
46270	46456	1952
69789	69863	2139
70363	70413	2214
73155	73202	2265
85974	86073	2313
86703	86809	2413
96024	96195	2520
139244	139575	2692
0	1455	0
3488	3525	1456
10331	10605	1494
11405	11504	1769
40347	40429	1869
46270	46456	1952
69789	69863	2139
70363	70446	2214
73155	73202	2298
85974	86073	2346
86703	86809	2446
96024	96195	2553
139244	139576	2725
0	749	0
6773	7047	750
7847	7946	1025
36789	36871	1125
42712	42898	1208
66231	66305	1395
66805	66855	1470
69597	69644	1521
82416	82515	1569
83145	83251	1669
92466	92637	1776
135686	136018	1948
0	2344	0
2853	3634	2345
0	478	0
5789	5921	479
6822	7130	612
7811	10123	921
0	107	0
504	656	108
1253	1388	261
3329	3419	397
6564	6643	488
6934	7010	568
7892	8078	645
8178	8333	832
8871	8936	988
9136	9204	1054
9733	9907	1123
10488	10775	1298
12319	12398	1586
12983	14546	1666
0	382	0
1613	1802	383
2323	2413	573
5558	5637	664
5928	6004	744
6886	7072	821
7172	7327	1008
7865	7930	1164
8130	8198	1230
8727	8901	1299
9482	9769	1474
11313	11392	1762
11977	13540	1842
0	90	0
1757	2893	91
3235	3314	1228
3605	3681	1308
4563	4749	1385
4849	5004	1572
5542	5607	1728
5807	5875	1794
6404	6578	1863
7159	7446	2038
8990	9069	2326
9654	11217	2406
0	244	0
506	661	245
987	1181	401
2697	2848	596
3923	4096	748
7766	7903	922
9332	9406	1060
13981	14048	1135
22011	22047	1203
23556	23644	1240
27691	27791	1329
28413	28554	1430
28688	38681	1572
0	244	0
506	661	245
987	1181	401
2697	2848	596
3923	4096	748
13981	14048	922
22011	22047	990
23556	23644	1027
27691	27791	1116
28413	28554	1217
28688	38682	1359
0	244	0
506	661	245
987	1181	401
2697	2848	596
3923	4096	748
7766	7903	922
13981	14048	1060
22011	22047	1128
23556	23644	1165
27691	27791	1254
28413	28554	1355
28688	38682	1497
0	1765	0
2546	2630	1766
4347	4617	1851
7194	7322	2122
14528	15475	2251
16177	16356	3199
16653	16744	3379
17326	17520	3471
18496	18614	3666
18994	19067	3785
19230	19295	3859
30435	30521	3925
32999	33102	4012
36563	36761	4116
38603	38746	4315
40069	40334	4459
40676	40770	4725
41357	41502	4820
44351	44556	4966
44670	44731	5172
47693	47811	5234
50318	50387	5353
55461	55723	5423
56566	56660	5686
60638	60682	5781
63562	63729	5826
65052	65163	5994
69514	69671	6106
85040	85200	6264
88251	88414	6425
89883	89998	6589
93946	94141	6705
0	1765	0
2546	2630	1766
4173	4617	1851
7194	7328	2296
14528	15475	2431
16177	16356	3379
16653	16744	3559
17326	17520	3651
18496	18614	3846
18994	19067	3965
19230	19295	4039
30435	30521	4105
32999	33102	4192
36563	36761	4296
38603	38746	4495
40069	40334	4639
40676	40770	4905
41357	41502	5000
44351	44556	5146
44670	44731	5352
47693	47811	5414
50318	50387	5533
55461	55723	5603
56566	56660	5866
63562	63729	5961
65052	65163	6129
69514	69671	6241
85040	85200	6399
88251	88411	6560
89883	89995	6721
93946	94141	6834
128692	128822	7030
0	1648	0
2429	2513	1649
4056	4500	1734
7077	7211	2179
12382	12417	2314
14411	15358	2350
16060	16239	3298
16536	16627	3478
17209	17403	3570
18379	18497	3765
18877	18950	3884
19113	19178	3958
30318	30404	4024
32882	32985	4111
36446	36644	4215
38486	38629	4414
39952	40217	4558
40559	40653	4824
41240	41385	4919
42086	42106	5065
44234	44439	5086
44553	44614	5292
47576	47694	5354
50201	50270	5473
55344	55606	5543
56449	56543	5806
60521	60565	5901
63445	63612	5946
64935	65046	6114
69397	69554	6226
84923	85083	6384
93829	94024	6545
0	1648	0
2429	2513	1649
4056	4500	1734
7077	7211	2179
12382	12417	2314
14411	15358	2350
16060	16239	3298
16536	16627	3478
17209	17403	3570
18379	18497	3765
18877	18950	3884
19113	19178	3958
30318	30404	4024
32882	32985	4111
36446	36644	4215
38486	38629	4414
39952	40217	4558
40559	40653	4824
41240	41385	4919
42086	42106	5065
44234	44439	5086
44553	44614	5292
47576	47694	5354
50201	50270	5473
55344	55606	5543
56449	56543	5806
60521	60565	5901
63445	63612	5946
64935	65046	6114
69397	69554	6226
84923	85083	6384
88134	88294	6545
89766	89878	6706
93829	94024	6819
0	1648	0
2429	2513	1649
4056	4500	1734
7077	7211	2179
12382	12417	2314
14411	15358	2350
16060	16239	3298
16536	16627	3478
17209	17403	3570
18379	18497	3765
18877	18950	3884
19113	19178	3958
30318	30404	4024
32882	32985	4111
36446	36644	4215
38486	38629	4414
39952	40217	4558
40559	40653	4824
41240	41385	4919
42086	42106	5065
44234	44439	5086
44553	44614	5292
47576	47694	5354
50201	50270	5473
55344	55606	5543
56449	56543	5806
60521	60565	5901
63445	63612	5946
64935	65046	6114
69397	69554	6226
84923	85083	6384
88134	88297	6545
89766	89878	6709
93829	94024	6822
0	1648	0
2429	2513	1649
4056	4500	1734
7077	7211	2179
12382	12417	2314
14411	15358	2350
16060	16239	3298
16536	16627	3478
17209	17403	3570
18379	18497	3765
18877	18950	3884
19113	19178	3958
30318	30404	4024
32882	32985	4111
36446	36644	4215
38486	38629	4414
39952	40217	4558
40559	40653	4824
41240	41385	4919
42086	42106	5065
44234	44439	5086
44553	44614	5292
47576	47694	5354
50201	50270	5473
55344	55606	5543
56449	56543	5806
60521	60565	5901
63445	63612	5946
64935	65046	6114
69397	69554	6226
84923	85083	6384
88134	88294	6545
89766	89881	6706
93829	94024	6822
0	1648	0
2429	2513	1649
4056	4500	1734
7077	7211	2179
12382	12417	2314
14411	15358	2350
16060	16239	3298
16536	16627	3478
17209	17403	3570
18379	18497	3765
18877	18950	3884
19113	19178	3958
30318	30404	4024
32882	32985	4111
36446	36644	4215
38486	38629	4414
39952	40217	4558
40559	40653	4824
41240	41385	4919
42086	42106	5065
44234	44439	5086
44553	44614	5292
47576	47694	5354
50201	50270	5473
55344	55606	5543
56449	56543	5806
63445	63612	5901
64935	65046	6069
69397	69554	6181
84923	85083	6339
88134	88297	6500
89766	89881	6664
93829	94024	6780
0	1648	0
2429	2513	1649
4056	4500	1734
7077	7211	2179
12382	12417	2314
14411	15358	2350
16060	16239	3298
16536	16627	3478
17209	17403	3570
18379	18497	3765
18877	18950	3884
19113	19178	3958
30318	30404	4024
32882	32985	4111
36446	36644	4215
38486	38629	4414
39952	40217	4558
40559	40653	4824
41240	41385	4919
44234	44439	5065
44553	44614	5271
47576	47694	5333
50201	50270	5452
55344	55606	5522
56449	56543	5785
60521	60565	5880
63445	63612	5925
64935	65046	6093
69397	69554	6205
84923	85083	6363
88134	88297	6524
89766	89881	6688
93829	94024	6804
0	1648	0
2429	2513	1649
4230	4500	1734
7077	7211	2005
14411	15358	2140
16060	16239	3088
16536	16627	3268
17209	17403	3360
18379	18497	3555
18877	18950	3674
19113	19178	3748
30318	30404	3814
32882	32985	3901
36446	36644	4005
38486	38629	4204
39952	40217	4348
40559	40653	4614
41240	41385	4709
42086	42106	4855
44234	44439	4876
44553	44614	5082
47576	47694	5144
50201	50270	5263
55344	55606	5333
56449	56543	5596
60521	60565	5691
63445	63612	5736
64935	65046	5904
69397	69554	6016
84923	85083	6174
88134	88297	6335
89766	89881	6499
93829	94024	6615
0	1648	0
2429	2513	1649
4056	4500	1734
7077	7211	2179
14411	15358	2314
16060	16239	3262
16536	16627	3442
17209	17403	3534
18379	18497	3729
18877	18950	3848
19113	19178	3922
30318	30404	3988
32882	32985	4075
36446	36644	4179
38486	38629	4378
39952	40217	4522
40559	40653	4788
41240	41385	4883
42086	42106	5029
44234	44439	5050
44553	44614	5256
47576	47694	5318
50201	50270	5437
55344	55606	5507
56449	56543	5770
60521	60565	5865
63445	63612	5910
64935	65046	6078
69397	69554	6190
84923	85083	6348
88134	88297	6509
89766	89881	6673
93829	94024	6789
0	1648	0
2429	2513	1649
4056	4500	1734
7077	7211	2179
12382	12414	2314
14411	15358	2347
16060	16239	3295
16536	16627	3475
17209	17403	3567
18379	18497	3762
18877	18950	3881
19113	19178	3955
30318	30404	4021
32882	32985	4108
36446	36644	4212
38486	38629	4411
39952	40217	4555
40559	40653	4821
41240	41385	4916
42086	42106	5062
44234	44439	5083
44553	44614	5289
47576	47694	5351
50201	50270	5470
55344	55606	5540
56449	56543	5803
60521	60565	5898
63445	63612	5943
64935	65046	6111
69397	69554	6223
84923	85083	6381
88134	88297	6542
89766	89881	6706
93829	94024	6822
0	1648	0
2429	2513	1649
4230	4500	1734
7077	7211	2005
12382	12417	2140
14411	15358	2176
16060	16239	3124
16536	16627	3304
17209	17403	3396
18379	18497	3591
18877	18950	3710
19113	19178	3784
30318	30404	3850
32882	32985	3937
36446	36644	4041
38486	38629	4240
39952	40217	4384
40559	40653	4650
41240	41385	4745
42086	42106	4891
44234	44439	4912
44553	44614	5118
47576	47694	5180
50201	50270	5299
55344	55606	5369
56449	56543	5632
60521	60565	5727
63445	63612	5772
64935	65046	5940
69397	69554	6052
84923	85083	6210
88134	88297	6371
89766	89881	6535
93829	94024	6651
0	1648	0
2429	2513	1649
4230	4500	1734
7077	7211	2005
14411	15358	2140
16060	16239	3088
16536	16627	3268
17209	17403	3360
18379	18497	3555
18877	18950	3674
19113	19178	3748
30318	30404	3814
32882	32985	3901
36446	36644	4005
38486	38629	4204
39952	40217	4348
40559	40653	4614
41240	41385	4709
44234	44439	4855
44553	44614	5061
47576	47694	5123
50201	50270	5242
55344	55606	5312
56449	56543	5575
60521	60565	5670
63445	63612	5715
64935	65046	5883
69397	69554	5995
84923	85083	6153
88134	88297	6314
89766	89878	6478
93829	94024	6591
128575	128679	6787
0	1648	0
2429	2513	1649
4056	4500	1734
7077	7211	2179
12382	12417	2314
14411	15358	2350
16060	16239	3298
16536	16627	3478
17209	17403	3570
18379	18497	3765
18877	18950	3884
19113	19178	3958
30318	30404	4024
32882	32985	4111
36446	36644	4215
38486	38629	4414
39952	40217	4558
40559	40653	4824
41240	41385	4919
44234	44439	5065
44553	44614	5271
47576	47694	5333
50201	50270	5452
55344	55606	5522
56449	56543	5785
63445	63612	5880
64935	65046	6048
69397	69554	6160
84923	85083	6318
88134	88294	6479
89766	89878	6640
93829	94024	6753
128575	128706	6949
0	1648	0
2429	2513	1649
4056	4500	1734
7077	7211	2179
12382	12417	2314
14411	15358	2350
16060	16239	3298
16536	16627	3478
17209	17403	3570
18379	18497	3765
18877	18950	3884
19113	19178	3958
30318	30404	4024
32882	32985	4111
36446	36644	4215
38486	38629	4414
39952	40217	4558
40559	40653	4824
41240	41385	4919
44234	44439	5065
44553	44614	5271
47576	47694	5333
50201	50270	5452
55344	55606	5522
56449	56543	5785
60521	60565	5880
63445	63612	5925
64935	65046	6093
69397	69554	6205
84923	85083	6363
88134	88297	6524
89766	89878	6688
93829	94024	6801
128575	128706	6997
0	1648	0
2429	2513	1649
4056	4500	1734
7077	7211	2179
12382	12417	2314
14411	15358	2350
16060	16239	3298
16536	16627	3478
17209	17403	3570
18379	18497	3765
18877	18950	3884
19113	19178	3958
30318	30404	4024
32882	32985	4111
36446	36644	4215
38486	38629	4414
39952	40217	4558
40559	40653	4824
41240	41385	4919
42086	42106	5065
44234	44439	5086
44553	44614	5292
47576	47694	5354
50201	50270	5473
55344	55606	5543
56449	56543	5806
60521	60565	5901
63445	63612	5946
64935	65046	6114
69397	69554	6226
84923	85083	6384
88134	88297	6545
89766	89881	6709
93829	94024	6825
128575	128706	7021
0	2239	0
9445	10392	2240
11094	11273	3188
11570	11661	3368
12243	12437	3460
13413	13531	3655
13911	13984	3774
14147	14212	3848
25352	25438	3914
27916	28019	4001
31480	31678	4105
33520	33663	4304
34986	35251	4448
35593	35687	4714
36274	36419	4809
39268	39473	4955
39587	39648	5161
42610	42728	5223
45235	45304	5342
50378	50640	5412
51483	51577	5675
55555	55599	5770
58479	58646	5815
59969	60080	5983
64431	64588	6095
79957	80117	6253
83168	83331	6414
84800	84912	6578
88863	89058	6691
123609	123739	6887
0	75	0
0	20	0
0	2040	0
4112	6622	2041
15745	17452	4552
0	397	0
1060	1193	398
0	126	0
8756	11771	127
12019	17411	3143
17607	18490	8536
0	126	0
8756	11609	127
11706	17411	2981
17607	18490	8687
0	126	0
8756	11609	127
11706	11771	2981
12019	17411	3047
17607	18490	8440
0	126	0
8756	11140	127
11344	17411	2512
17607	18490	8580
0	126	0
8756	10001	127
11086	11140	1373
11344	17411	1428
17607	18490	7496
0	126	0
8756	10001	127
11086	11140	1373
11488	17411	1428
17607	18490	7352
0	126	0
8756	10001	127
11086	11140	1373
11488	17411	1428
17607	17736	7352
17985	18490	7482
0	126	0
8756	10001	127
17306	17411	1373
17607	18490	1479
0	447	0
5548	6793	448
7878	7932	1694
8280	14203	1749
14399	15282	7673
0	1824	0
2984	3867	1825
0	1821	0
2680	2785	1822
2981	3110	1928
3435	3864	2058
0	1820	0
2679	2784	1821
2980	3109	1927
3358	3863	2057
0	802	0
2571	2685	803
5048	6304	918
0	101	0
18871	19000	102
23784	23965	232
25528	25757	414
27654	27779	644
29355	29569	770
30044	30179	985
31187	31318	1121
36707	37409	1253
0	237	0
9674	9803	238
14587	14768	368
16331	16560	550
18457	18582	780
20158	20372	906
20847	20982	1121
21990	22121	1257
27510	28212	1389
0	552	0
978	1051	553
1696	1748	627
2128	2257	680
7046	7222	810
8785	9014	987
10911	11036	1217
12612	12826	1343
13301	13436	1558
13882	14098	1694
14444	14536	1911
0	551	0
977	1050	552
1695	1747	626
2127	2256	679
7045	7221	809
8784	9013	986
10910	11035	1216
12611	12825	1342
13300	13435	1557
14365	14452	1693
0	551	0
977	1050	552
1695	1747	626
2127	2256	679
7045	7221	809
8784	9013	986
10910	11035	1216
12611	12825	1342
13300	13435	1557
13905	14097	1693
14443	14535	1886
0	549	0
975	1048	550
1693	1745	624
2125	2254	677
7043	7219	807
8782	9011	984
10908	11033	1214
12609	12823	1340
13298	13433	1555
14441	14572	1691
16580	17315	1823
0	545	0
971	1044	546
1689	1741	620
2121	2250	673
7039	7215	803
8778	9007	980
10904	11029	1210
12605	12819	1336
13294	13429	1551
14437	14568	1687
18329	18927	1819
0	545	0
971	1044	546
1689	1741	620
2121	2250	673
7039	7215	803
8778	9007	980
10904	11029	1210
12605	12819	1336
13294	13429	1551
14437	14568	1687
32280	32604	1819
0	544	0
970	1043	545
1688	1740	619
2120	2249	672
7038	7214	802
8777	9006	979
10903	11028	1209
12604	12818	1335
13293	13428	1550
14436	14567	1686
23403	23440	1818
0	543	0
969	1042	544
1687	1739	618
2119	2248	671
7037	7213	801
8776	9005	978
10902	11027	1208
12603	12817	1334
13292	13427	1549
14435	14566	1685
19955	20657	1817
0	534	0
2110	2239	535
7023	7204	665
8767	8996	847
10893	11018	1077
12594	12808	1203
13283	13418	1418
14426	14557	1554
19946	20648	1686
0	489	0
960	1044	490
2110	2239	575
7023	7204	705
8767	8996	887
10893	11018	1117
12594	12808	1243
13283	13418	1458
14426	14557	1594
19946	20648	1726
0	489	0
960	1033	490
2110	2239	564
7023	7204	694
8767	8996	876
10893	11018	1106
12594	12808	1232
13283	13418	1447
14426	14557	1583
19946	20648	1715
0	489	0
2110	2239	490
7023	7204	620
8767	8996	802
10893	11018	1032
12594	12808	1158
13283	13418	1373
14426	14557	1509
19946	20648	1641
0	355	0
960	1033	356
2110	2239	430
7023	7204	560
8767	8996	742
10893	11018	972
12594	12808	1098
13283	13418	1313
14426	14557	1449
19946	20648	1581
0	355	0
2110	2239	356
7023	7204	486
8767	8996	668
10893	11018	898
12594	12808	1024
13283	13418	1239
14426	14557	1375
19946	20648	1507
0	679	0
1059	1188	680
5972	6153	810
7716	7945	992
9842	9967	1222
11543	11757	1348
12232	12367	1563
13375	13506	1699
18895	19597	1831
0	174	0
617	1387	175
2317	2498	946
4061	4290	1128
6187	6312	1358
7888	8102	1484
8577	8712	1699
9720	9851	1835
15240	15942	1967
0	174	0
2317	2498	175
4061	4290	357
6187	6312	587
7888	8102	713
8577	8712	928
9720	9851	1064
15240	15942	1196
0	489	0
492	678	490
680	1109	677
1112	1188	1107
1190	1359	1184
1521	1763	1354
1766	3541	1597
0	151	0
636	668	152
4241	4342	185
5160	5260	287
6712	6790	388
7238	7393	467
10208	10417	623
13882	14002	833
14283	17121	954
0	308	0
616	648	309
4221	4322	342
5140	5240	444
6692	6770	545
7218	7373	624
10188	10397	780
13862	13982	990
14263	17101	1111
0	2011	0
3673	3774	2012
4592	4692	2114
6144	6222	2215
6670	6825	2294
9640	9849	2450
13314	13434	2660
13554	13705	2781
0	2011	0
3673	3774	2012
4592	4692	2114
6144	6222	2215
6670	6825	2294
9640	9849	2450
13314	13434	2660
13739	16553	2781
0	2011	0
3673	3774	2012
4592	4692	2114
6144	6222	2215
6670	6825	2294
9640	9849	2450
13314	13434	2660
13715	16553	2781
0	5873	0
0	3125	0
3215	3318	3126
17388	17572	3230
0	2677	0
4253	4349	2678
5332	5371	2775
8219	8287	2815
